,check_id,name,category,price,count,shop_name,datetime,sum
67,227,"Сосиски Народные по стандарту Вкусвилл,кг",Гастрономия,549.0,0.317,ВKУСВИЛЛ,2017-08-29 13:29:00,1744.0
68,227,"Сметана 25%,шт",Молочка,96.0,1.0,ВKУСВИЛЛ,2017-08-29 13:29:00,1744.0
69,227,"Сыр Эдам,кг",Гастрономия,687.0,0.253,ВKУСВИЛЛ,2017-08-29 13:29:00,1744.0
70,227,"Сырок творожный в шоколадной глазури,шт",Молочка,30.0,3.0,ВKУСВИЛЛ,2017-08-29 13:29:00,1744.0
71,227,"Бананы,кг",Овощи и фрукты,58.0,1.632,ВKУСВИЛЛ,2017-08-29 13:29:00,1744.0
72,2428,C:0498429 КИСЛОТА ЛИМОННАЯ 36Г Ц/УП ПАРФЭ ДЕКОР,Бакалея,32.0,1.0,О ТД Холдинг-Центр,2017-09-03 10:43:00,490.0
73,2428,B:04289575 НУТ 450Г НАЦИОНАЛЬ Ц/П,Бакалея,66.0,1.0,О ТД Холдинг-Центр,2017-09-03 10:43:00,490.0
74,2428,C:20268527 ГЕЛЬ АРИЭЛЬ ГОРНЫЙ РОДНИК АВТОМАТ ЖИДК РАСТВ ПАК 15*2,Для дома,392.0,1.0,О ТД Холдинг-Центр,2017-09-03 10:43:00,490.0
75,205,B:0423401 ГЕРКУЛЕС ЭКСТРА ОВСЯНЫЕ ХЛОПЬЯ 1 КГ КЛИН,Бакалея,123.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
76,205,B:04262998 РИС КУБАНЬ ДЛЯ ПЛОВА 900Г МИСТРАЛЬ,Бакалея,106.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
77,205,B:0483482 КРУПА ПШЕНО ОТБОРНАЯ 800Г Ц/УП УВЕЛКА,Бакалея,31.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
78,205,C:32136162 АВОКАДО ВЕС  1-6,Овощи и фрукты,759.0,0.75,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
79,205,C:32136051 ЛИМОН ВЕС 1-126 1-125,Овощи и фрукты,174.0,0.512,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
80,205,B:1910266 ФИЛЕ КУРИНОЕ ОХЛ.,Мясо и птица,320.0,0.492,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
81,205,B:0400330 МАСЛО ОЛИВКОВОЕ МОНИНИ ЭКСТРА 1Л СТ/Б,Бакалея,1037.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
82,205,B:05126114 ТУНЕЦ ФИЛЕ В СОБСТВЕННОМ СОКУ 185Г Ж/Б ФОРТУНА 26125,Рыба,193.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
83,205,B:09136140 МОРКОВЬ МЫТАЯ ВЕС 1-151,Овощи и фрукты,33.0,0.58,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
84,205,C:32205722 НЕКТАХОТ КРАСНЫЙ ВЕС 1-161,Овощи и фрукты,151.0,0.398,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
85,205,B:20175329 ПРЕЗЕРВАТИВЫ ДЮРЕКС КЛАССИК 12ШТ/УП,Здоровье,821.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
86,205,C:32264987 ЯБЛОКИ ПРИМОРСКИЕ ВЕС,Овощи и фрукты,151.0,1.07,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
87,205,C:32135983 БАНАНЫ ВЕС 1-33,Овощи и фрукты,47.0,1.29,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
88,205,C:10268731 ПРОДУКТ РАССОЛЬНЫЙ СИРТАКИ ДЛЯ ГРЕЧ САЛАТА ОРИДЖИНАЛ,Гастрономия,76.0,2.0,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
89,205,"B:08172014 МАСЛО СЛИВОЧНОЕ ТРАДИЦИОННОЕ ИЗ ВОЛОГДЫ 82,5% 180Г",Молочка,212.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
90,205,C:25224795 БАГЕТ ФРАНЦУЗСКИЙТАБАТЬЕР 200Г,Хлеб,21.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
91,205,B:09136003 КАПУСТА БРОККОЛИ ВЕС 1-83,Овощи и фрукты,552.0,0.536,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
92,205,B:09136212 ТОМАТЫ БАКИНСКИЕ ЧЕРРИ ВЕС 1-262,Овощи и фрукты,321.0,0.398,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
93,205,B:09243171 ТОМАТЫ РОСТОВ ВЕС 1-240,Овощи и фрукты,149.0,0.672,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
94,205,B:04194887 ЯЙЦО КУРИНОЕ ДЕРЕВЕНСКОЕ 10 ШТ. ФАС К/КОР,Мясо и птица,45.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
95,205,B:09161673 РУККОЛА 125ГР ПЛ/УП,Овощи и фрукты,109.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
96,205,C:32248527 ГОЛУБИКА  125Г ФРУКТОВЫЕ ЛИНИИ 1172123,Овощи и фрукты,119.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
97,205,C:20266501 ПАКЕТ МАЙКА С ЛОГОТИПОМ ХЦ №2  33*17*57  20МКМ,Упаковка,3.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:34:00,4612.0
98,206,"C:26226064 ПИВО МООСБАХЕР ВАЙССБИР СВЕТЛОЕ НЕФ 4,9% 0,5Л СТ/Б",Алкоголь,133.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:35:00,993.0
99,206,"C:2806798 ВОДА СВЯТОЙ ИСТОЧНИК Б/ГАЗ 1,5Л ПЛ/Б",Напитки,42.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:35:00,993.0
100,206,C:20266501 ПАКЕТ МАЙКА С ЛОГОТИПОМ ХЦ №2  33*17*57  20МКМ,Упаковка,3.0,2.0,О ТД Холдинг-Центр,2017-09-04 22:35:00,993.0
101,206,C:04177607 ЧИПСЫ ЛЕЙЗ МАКС  СМЕТАНА И ЛУК 150Г,Снеки,88.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:35:00,993.0
102,206,C:24217918 ОРЕХ КЕДРОВЫЙ 200Г П/П ГРАНД МАСТЕР,Овощи и фрукты,216.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:35:00,993.0
103,206,C:20265429 КРЕМ УВЛАЖ ДНЕВНОЙ ДЛЯ СУХОЙ КОЖИ 40МЛ ЧИСТАЯ ЛИНИЯ 1,Косметика,68.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:35:00,993.0
104,206,B:2314833 ХЛЕБЦЫ САМАРСКИЕ РИСОВЫЕ 100 ГР П/Э 2343,Хлеб,37.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:35:00,993.0
105,206,B:0895869 СЫРОК ГЛАЗИР Б.Ю.АЛЕКСАНДРОВ В ТЕМНОМ ШОКОЛ С ВАНИЛИНО,Молочка,39.0,2.0,О ТД Холдинг-Центр,2017-09-04 22:35:00,993.0
106,206,B:08220271 СЫРОК ГЛАЗИР Б.Ю.АЛЕКСАНДРОВ СО СГУЩЕНКОЙ В МОЛОЧНОМ,Молочка,39.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:35:00,993.0
107,206,C:01242140 ВАФЛИ ГОЛЛАНДСКИЕ ДАРЛЕТТО КАРАМЕЛЬ 200Г,Чай и сладкое,68.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:35:00,993.0
108,206,B:10283454 СЫР ТВОРОЖНЫЙ РУССКАЯ ФИЛАДЕЛЬФИЯ С ЗЕЛЕНЬЮ 200Г,Гастрономия,88.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:35:00,993.0
109,206,"B:08279634 ЙОГУРТ ЧУДО ПЕРСИК-МАРАКУЯ 2,5% 290Г",Молочка,51.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:35:00,993.0
110,206,"B:08279739  ПРОДУКТ ТВОРОЖНЫЙ ЧУДО КЛУБНИКА ЗЕМЛЯНИКА 5,4% 290Г",Молочка,79.0,1.0,О ТД Холдинг-Центр,2017-09-04 22:35:00,993.0
111,208,1:3482562 Зуб.паста ROCS 94г,Здоровье,279.0,1.0,Не известно,2017-09-05 15:14:00,279.0
112,228,"Водка Тяпница 40% 0,5л (Питейный",Алкоголь,205.0,1.0,Тандер,2017-09-05 16:21:00,307.0
113,228,ВИНСТОН Суперслим Сильвер Сигаре,Табак,102.0,1.0,Тандер,2017-09-05 16:21:00,307.0
114,236,ЯЙЦО столовое С1 10шт (бокс) :20,Мясо и птица,33.0,1.0,Тандер,2017-09-05 16:22:00,162.0
115,236,Б.Ю.АЛЕКСАНДРОВ Сырок твор глаз ,Молочка,41.0,3.0,Тандер,2017-09-05 16:22:00,162.0
116,236,Пакет Магнит белый (Пластиктре,Упаковка,3.0,1.0,Тандер,2017-09-05 16:22:00,162.0
117,204,Пудра Affinitone 17 розово-беж,Косметика,347.0,1.0,Алькор и Ко,2017-09-06 15:38:00,1850.0
118,204,"Палетка теней НЮД 01 9,6г",Косметика,792.0,1.0,Алькор и Ко,2017-09-06 15:38:00,1850.0
119,204,Консилер ДРИМ ЛУМИ ТАЧ 2 светл,Косметика,327.0,1.0,Алькор и Ко,2017-09-06 15:38:00,1850.0
120,204,Тушь для ресниц MAYBELLINE GO                   ,Косметика,384.0,1.0,Алькор и Ко,2017-09-06 15:38:00,1850.0
121,204,Пакет сред. (в коробе 700шт) L,Упаковка,0.0,1.0,Алькор и Ко,2017-09-06 15:38:00,1850.0
122,202,"Пакет-майка Избенка большой,шт",Упаковка,0.0,3.0,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
123,202,"Kефир 3,2%,шт",Молочка,54.0,1.0,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
124,202,"Сыр Адыгейский,кг",Гастрономия,520.0,0.32,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
125,202,"Масло сливочное 82,5%,кг",Молочка,720.0,0.2,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
126,202,"Семга слабосоленая кусок, 250 г,шт",Гастрономия,420.0,1.0,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
127,202,"Яйцо куриное,шт",Мясо и птица,72.0,1.0,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
128,202,"Мусс творожный с вишней,шт",Молочка,48.0,2.0,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
129,202,"Kвас Домашний 1л,шт",Напитки,105.0,1.0,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
130,202,"Бананы,кг",Овощи и фрукты,58.0,0.748,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
131,202,"Творог 9%,шт",Молочка,128.0,1.0,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
132,202,"Сметана 25%,шт",Молочка,96.0,1.0,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
133,202,"Хлеб Лионский,шт",Хлеб,27.0,1.0,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
134,202,"Сыр Хотьковский,кг",Гастрономия,536.0,0.512,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
135,202,"Сыр Гауда,кг",Гастрономия,687.0,0.228,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
136,202,"Хлеб Литовский,шт",Хлеб,32.0,1.0,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
137,202,"Пирог с яблоками Шарлотка,шт",Чай и сладкое,159.0,1.0,ВKУСВИЛЛ,2017-09-08 18:05:00,1973.85
138,225,"Пакет-майка Избенка малый,шт",Упаковка,0.0,1.0,Не известно,2017-09-10 12:43:00,1175.97
139,225,"Филе ГРУДKИ цыпленка,кг",Мясо и птица,285.0,0.623,Не известно,2017-09-10 12:43:00,1175.97
140,225,"Шейка свиная <Традиционная> с/к, нарезка,шт",Гастрономия,205.0,1.0,Не известно,2017-09-10 12:43:00,1175.97
141,225,"Огурцы короткоплодные,кг",Овощи и фрукты,95.0,1.364,Не известно,2017-09-10 12:43:00,1175.97
142,225,"Томаты розовые,кг",Овощи и фрукты,135.0,0.842,Не известно,2017-09-10 12:43:00,1175.97
143,225,"Рулет бисквитный,шт",Чай и сладкое,220.0,1.0,Не известно,2017-09-10 12:43:00,1175.97
144,225,"Мусс творожный с вишней,шт",Молочка,48.0,2.0,Не известно,2017-09-10 12:43:00,1175.97
145,225,"Йогурт фруктовый Kлубника 2,5%,шт",Молочка,48.0,1.0,Не известно,2017-09-10 12:43:00,1175.97
146,225,"Сыр Адыгейский,кг",Гастрономия,520.0,0.358,Не известно,2017-09-10 12:43:00,1175.97
147,226,90494741     НАПИТОК НЕСТИ ЛИМОН,Напитки,59.0,1.0,Т и К Продукты,2017-09-10 20:48:00,508.0
148,226,7322540599985 Подгузн-трусики Либе,Дети,448.0,1.0,Т и К Продукты,2017-09-10 20:48:00,508.0
149,192,Слива свеж овальная (цена за 1кг,Овощи и фрукты,59.0,0.674,Тандер,2017-09-13 20:11:00,702.0
150,192,ЛЭЙЗ Чипсы картоф вкус сметана з,Снеки,82.0,1.0,Тандер,2017-09-13 20:11:00,702.0
151,192,ЯЙЦО столовое СО 10шт (бокс) :20,Мясо и птица,33.0,1.0,Тандер,2017-09-13 20:11:00,702.0
152,192,ИВАНОВА ПАСЕКА Мёд натур цветочн,Чай и сладкое,123.0,1.0,Тандер,2017-09-13 20:11:00,702.0
153,192,Б.Ю.АЛЕКСАНДРОВ Сырок твор глаз ,Молочка,41.0,6.0,Тандер,2017-09-13 20:11:00,702.0
154,192,"ПРОСТОКВАШИНО Молоко паст 2,5% 0",Молочка,56.0,2.0,Тандер,2017-09-13 20:11:00,702.0
155,192,Пакет Магнит белый (Пластиктре,Упаковка,3.0,2.0,Тандер,2017-09-13 20:11:00,702.0
156,192,БАНАН,Овощи и фрукты,43.0,1.174,Тандер,2017-09-13 20:11:00,702.0
157,203,ТОРТ ЯБЛОЧНО-ТВОРОЖНЫЙ,Кафе,400.0,1.0,ИП Дудкин Игорь Леонидович,2017-09-16 11:04:00,550.0
158,203,КРУАССАН МИНДАЛЬНЫЙ КРЕМ,Кафе,150.0,1.0,ИП Дудкин Игорь Леонидович,2017-09-16 11:04:00,550.0
159,2427,Нивея дезодорант-ролик Невид.защита для черного и белого 50мл 82,Косметика,250.0,1.0,,2017-09-18 12:34:00,250.0
160,224,Деттол салф. а/бактер. №10,Для дома,100.0,1.0,,2017-09-18 12:36:00,100.0
161,189,PAMPERS Трусики-подг 6 Extra Lar,Дети,1649.0,1.0,Тандер,2017-09-18 18:22:00,1784.0
162,189,ДЖОНСОН БЕБИ Салфетки Нежная заб,Дети,135.0,1.0,Тандер,2017-09-18 18:22:00,1784.0
163,201,"СОК АГУША ДЕТСКИЙ ГРУША ОСВЕТЛ , 200 г /",Дети,37.0,1.0,ГЭС розница,2017-09-19 15:22:00,434.0
164,201,МОРОЖЕНОЕ ЗОЛОТОЙ РЕЗЕРВ ПЛОМБИР С ШОК К,Чай и сладкое,52.0,1.0,ГЭС розница,2017-09-19 15:22:00,434.0
165,201,ДЕСЕРТ ФРУКТОВОЕ ПЮРЕ RICH ИЗ ЯБЛОК И ЧЕ,Чай и сладкое,82.0,1.0,ГЭС розница,2017-09-19 15:22:00,434.0
166,201,МОРОЖЕНОЕ БОЛЬШОЙ РОЖОК С ДЖЕМОМ С РАСТ ,Чай и сладкое,65.0,1.0,ГЭС розница,2017-09-19 15:22:00,434.0
167,201,"КОФЕ КАПУЧИНО 300МЛ , 1 шт",Кафе,99.0,1.0,ГЭС розница,2017-09-19 15:22:00,434.0
168,201,"ПЕЧЕНЬЕ COOKIERS ОВСЯНЫЙ С ИЗЮМОМ , 70 г",Чай и сладкое,65.0,1.0,ГЭС розница,2017-09-19 15:22:00,434.0
169,201,МОРОЖЕНОЕ БОДРАЯ КОРОВА ПЛОМБИР ФИСТАШКО,Чай и сладкое,34.0,1.0,ГЭС розница,2017-09-19 15:22:00,434.0
170,190,"Квас Никола 0,5л ПЭТ (Дека) :12",Напитки,27.0,1.0,Тандер,2017-09-20 09:40:00,657.0
171,190,Фольга ОСОБОПРОЧНАЯ 440ммХ10м (РУСАЛ-Саянская фоль,Для дома,95.0,2.0,Тандер,2017-09-20 09:40:00,657.0
172,190,SIMPLY VENUS Бритвы одноразовые джен 2шт(Проктер),Для дома,99.0,1.0,Тандер,2017-09-20 09:40:00,657.0
173,190,Кашпо д/цв пл Тач эксклюзив d-20см(СИ):6/24,Для дома,146.0,1.0,Тандер,2017-09-20 09:40:00,657.0
174,190,"Набор №344 мельница, совок, формочки(Премиум):18",Дети,189.0,1.0,Тандер,2017-09-20 09:40:00,657.0
175,190,ПАКЕТ МАГНИТ белый (КСО):2700,Упаковка,3.0,1.0,Тандер,2017-09-20 09:40:00,657.0
176,223,PAMPERS Трусики-подг 6 Extra Lar,Дети,899.0,1.0,Тандер,2017-09-21 20:04:00,899.0
177,222,Шлепки_21 жен пляж ВЛ17 156 (Хач,Одежда и обувь,89.0,1.0,Тандер,2017-09-21 20:05:00,89.0
178,200,Вода питьевая Шишкин лес спорт н/газ 1л пэт(Шишкин,Напитки,25.0,1.0,Тандер,2017-09-22 14:48:00,54.0
179,200,МАРС 50г (Марс) :36/288,Чай и сладкое,29.0,1.0,Тандер,2017-09-22 14:48:00,54.0
180,191,Мороженое Нестле 48 копеек пломбир ваниль 420г,Чай и сладкое,107.0,1.0,Ассорти-Юг,2017-09-22 18:18:00,107.0
181,199,Always Ultra Прокладки Супер 16ш,Здоровье,141.0,1.0,Тандер,2017-09-23 19:39:00,141.0
182,221,"Мин вода Родники Абхазии 0,5л газ ПБ",Напитки,16.0,1.0,Ассорти-Юг,2017-09-23 20:31:00,95.98
183,221,"Чай Липтон Лимон 0,33л ЖБ",Чай и сладкое,30.0,1.0,Ассорти-Юг,2017-09-23 20:31:00,95.98
184,221,Арбуз,Овощи и фрукты,9.0,4.604,Ассорти-Юг,2017-09-23 20:31:00,95.98
185,221,Пакет Артемида желтый средний 32+16*58,Упаковка,3.0,1.0,Ассорти-Юг,2017-09-23 20:31:00,95.98
186,2424,16735 ЦАР.ПРИП.Квас ТРАДИЦ.живой 0.5л,Напитки,42.5,4.0,Агроторг,2017-09-26 12:31:00,243.0
